id,timestamp,stock,area
AT-92001-13752,2017-01-01,544.1,23477
AT-92001-18636,2017-01-01,914.5,23413
AT-92001-19123/2,2017-01-01,438.1,23387
AT-92001-18756,2017-01-01,689.0,23254
AT-92001-13803/1,2017-01-01,190.0,23242
AT-92001-13622/2,2017-01-01,173.3,23178
AT-92001-19229,2017-01-01,533.3,23014
AT-92001-13056,2017-01-01,363.4,22821
AT-92001-19082,2017-01-01,479.8,22803
AT-92001-17709,2017-01-01,713.8,22750
AT-92001-12755/1,2017-01-01,568.6,22733
AT-92001-18743,2017-01-01,533.5,22718
AT-92001-13622/1,2017-01-01,413.3,22715
AT-92001-16665,2017-01-01,908.1,22687
AT-92001-17509,2017-01-01,408.1,22639
AT-92001-16722,2017-01-01,595.6,22614
AT-92001-18156,2017-01-01,1038.9,22604
AT-92001-19148,2017-01-01,120.3,22596
AT-92001-19221,2017-01-01,442.1,22553
AT-92001-13688,2017-01-01,292.8,22435
AT-92001-13203/2,2017-01-01,716.3,22111
AT-92001-19180,2017-01-01,300.6,22067
AT-92001-17522,2017-01-01,509.0,22041
AT-92001-11762,2017-01-01,685.9,21805
AT-92001-7344/3,2017-01-01,659.2,21758
AT-92001-18928,2017-01-01,175.7,21753
AT-92001-18796/1,2017-01-01,301.1,21727
AT-92001-18454,2017-01-01,527.3,21558
AT-92001-16837,2017-01-01,527.6,21553
AT-92001-15505,2017-01-01,501.8,21521
AT-92001-17315,2017-01-01,971.7,21506
AT-92001-14427,2017-01-01,1144.7,21472
AT-92001-17590,2017-01-01,790.6,21446
AT-92001-18614/2,2017-01-01,324.7,21389
AT-92001-19024,2017-01-01,556.4,21385
AT-92001-13001,2017-01-01,671.0,21322
AT-92001-12886/1,2017-01-01,657.3,21287
AT-92001-19240/1,2017-01-01,220.1,21239
AT-92001-8026/1,2017-01-01,367.2,21197
AT-92001-17482,2017-01-01,438.0,21170
AT-92001-12615,2017-01-01,536.6,21169
AT-92001-20200/2,2017-01-01,501.1,21112
AT-92001-17567,2017-01-01,420.2,21028
AT-92001-15457/2,2017-01-01,466.1,20904
AT-92001-18420/4,2017-01-01,490.7,20887
AT-92001-18896,2017-01-01,150.0,20817
AT-92001-18555/4,2017-01-01,348.3,20766
AT-92001-12092,2017-01-01,489.7,20699
AT-92001-18613/1,2017-01-01,369.4,20683
AT-92001-17717,2017-01-01,339.9,20627
AT-92001-18750,2017-01-01,691.3,20581
AT-92001-15519,2017-01-01,495.8,20468
AT-92001-15128,2017-01-01,996.0,20355
AT-92001-17591/2,2017-01-01,727.8,20222
AT-92001-19164/1,2017-01-01,375.9,20189
AT-92001-17921,2017-01-01,435.7,20186
AT-92001-11667/1,2017-01-01,756.1,20150
AT-92001-12900/1,2017-01-01,573.5,20150
AT-92001-18621,2017-01-01,837.2,20032
AT-92001-13614/1,2017-01-01,429.4,19997
AT-92001-18828/5,2017-01-01,619.8,19908
AT-92001-19171,2017-01-01,228.6,19854
AT-92001-14007,2017-01-01,122.4,19833
AT-92001-19054,2017-01-01,898.5,19801
AT-92001-16695,2017-01-01,393.5,19751
AT-92001-18733,2017-01-01,675.0,19728
AT-92001-18303,2017-01-01,869.2,19634
AT-92001-15533/2,2017-01-01,835.6,19592
AT-92001-13107/1,2017-01-01,577.7,19574
AT-92001-12100/1,2017-01-01,460.1,19560
AT-92001-19137,2017-01-01,532.2,19483
AT-92001-18832/2,2017-01-01,381.2,19432
AT-92001-19196/4,2017-01-01,310.0,19398
AT-92001-11764,2017-01-01,585.2,19393
AT-92001-10478,2017-01-01,132.9,19371
AT-92001-18522,2017-01-01,711.7,19315
AT-92001-19048,2017-01-01,293.1,19276
AT-92001-18729/1,2017-01-01,500.1,19220
AT-92001-7358,2017-01-01,94.5,19216
AT-92001-15486/2,2017-01-01,578.2,19200
AT-92001-13029,2017-01-01,840.9,19192
AT-92001-4917,2017-01-01,600.2,19127
AT-92001-12877,2017-01-01,772.2,19096
AT-92001-18833/2,2017-01-01,426.7,19090
AT-92001-12871/2,2017-01-01,685.5,19066
AT-92001-13848,2017-01-01,99.3,19057
AT-92001-18202,2017-01-01,853.8,19026
AT-92001-19160/3,2017-01-01,425.4,19013
AT-92001-18534,2017-01-01,638.9,18933
AT-92001-19038,2017-01-01,461.0,18930
AT-92001-13809/2,2017-01-01,72.2,18922
AT-92001-17276,2017-01-01,297.4,18862
AT-92001-18999,2017-01-01,492.4,18840
AT-92001-7497/1,2017-01-01,743.0,18788
AT-92001-19196/2,2017-01-01,332.0,18772
AT-92001-18729/2,2017-01-01,425.9,18760
AT-92001-19045,2017-01-01,352.0,18716
AT-92001-18893,2017-01-01,463.7,18650
AT-92001-16845,2017-01-01,664.9,18603
AT-92001-13171,2017-01-01,619.4,18578
AT-92001-12453/1,2017-01-01,185.1,18535
AT-92001-15487,2017-01-01,351.5,18528
AT-92001-12256,2017-01-01,690.0,18444
AT-92001-18778,2017-01-01,928.7,18404
AT-92001-1024/1,2017-01-01,356.2,18265
AT-92001-13767,2017-01-01,488.7,18247
AT-92001-13302,2017-01-01,909.1,18210
AT-92001-14008/1,2017-01-01,413.6,18203
AT-92001-20195,2017-01-01,463.7,18183
AT-92001-19130,2017-01-01,420.3,18168
AT-92001-19030,2017-01-01,412.8,18074
AT-92001-14810/4,2017-01-01,489.0,18071
AT-92001-15431,2017-01-01,747.2,18059
AT-92001-17692,2017-01-01,444.3,18059
AT-92001-9185/1,2017-01-01,425.8,18057
AT-92001-19081/1,2017-01-01,420.9,17996
AT-92001-1067/4,2017-01-01,412.2,17967
AT-92001-15478,2017-01-01,625.3,17961
AT-92001-11759/1,2017-01-01,719.4,17954
AT-92001-12451/9,2017-01-01,933.2,17945
AT-92001-18764,2017-01-01,635.2,17938
AT-92001-17151,2017-01-01,457.6,17897
AT-92001-12568,2017-01-01,947.3,17887
AT-92001-20669/1,2017-01-01,0.0,17885
AT-92001-18614/6,2017-01-01,352.8,17822
AT-92001-12867,2017-01-01,471.1,17790
AT-92001-18349,2017-01-01,705.8,17782
AT-92001-18469,2017-01-01,392.4,17775
AT-92001-19015/1,2017-01-01,455.1,17726
AT-92001-17285,2017-01-01,1061.9,17598
AT-92001-16889,2017-01-01,570.0,17595
AT-92001-3927,2017-01-01,0.0,17563
AT-92001-18691/1,2017-01-01,590.7,17518
AT-92001-13102/1,2017-01-01,455.5,17499
AT-92001-18294/1,2017-01-01,793.7,17454
AT-92001-16738/1,2017-01-01,245.4,17417
AT-92001-13041,2017-01-01,688.8,17406
AT-92001-13780,2017-01-01,573.7,17370
AT-92001-13989/1,2017-01-01,199.9,17352
AT-92001-18441,2017-01-01,709.8,17334
AT-92001-18982,2017-01-01,428.9,17329
AT-92001-17524,2017-01-01,546.1,17324
AT-92001-17368/2,2017-01-01,452.0,17305
AT-92001-19161,2017-01-01,393.8,17289
AT-92001-19150,2017-01-01,526.0,17213
AT-92001-12837,2017-01-01,662.0,17203
AT-92001-16449,2017-01-01,719.3,17176
AT-92001-1161/4,2017-01-01,522.3,17128
AT-92001-17646/1,2017-01-01,207.7,17099
AT-92001-17598/2,2017-01-01,214.2,17065
AT-92001-11788,2017-01-01,729.0,17060
AT-92001-2802/2,2017-01-01,322.9,17043
AT-92001-17710,2017-01-01,532.3,17038
AT-92001-15130,2017-01-01,650.4,16975
AT-92001-15608/12,2017-01-01,498.7,16942
AT-92001-16763/1,2017-01-01,435.2,16936
AT-92001-15150/1,2017-01-01,431.4,16933
AT-92001-13459/1,2017-01-01,641.5,16925
AT-92001-11779,2017-01-01,431.7,16882
AT-92001-1172/2,2017-01-01,479.4,16780
AT-92001-19245,2017-01-01,258.3,16770
AT-92001-13818,2017-01-01,112.8,16720
AT-92001-18828/1,2017-01-01,174.0,16690
AT-92001-13167,2017-01-01,215.0,16557
AT-92001-21234,2017-01-01,580.5,16546
AT-92001-13989/2,2017-01-01,97.8,16528
AT-92001-11712/1,2017-01-01,369.6,16452
AT-92001-20126,2017-01-01,446.1,16408
AT-92001-12806,2017-01-01,599.0,16395
AT-92001-13567/1,2017-01-01,362.0,16353
AT-92001-12619/1,2017-01-01,451.8,16351
AT-92001-17708,2017-01-01,518.2,16350
AT-92001-17633,2017-01-01,564.9,16336
AT-92001-18519,2017-01-01,598.5,16328
AT-92001-18721,2017-01-01,821.5,16317
AT-92001-17331,2017-01-01,629.1,16276
AT-92001-18725,2017-01-01,634.8,16235
AT-92001-15377,2017-01-01,883.8,16210
AT-92001-12617/3,2017-01-01,768.7,16205
AT-92001-13232,2017-01-01,516.9,16174
AT-92001-17355/1,2017-01-01,912.6,16159
AT-92001-14011/3,2017-01-01,396.6,16136
AT-92001-18231,2017-01-01,720.5,16095
AT-92001-19046,2017-01-01,424.9,16080
AT-92001-19668/2,2017-01-01,382.4,16063
AT-92001-15499,2017-01-01,821.5,16014
AT-92001-18406,2017-01-01,928.0,15946
AT-92001-18525,2017-01-01,866.5,15929
AT-92001-12619/3,2017-01-01,576.2,15927
AT-92001-15369,2017-01-01,654.8,15918
AT-92001-17289/1,2017-01-01,879.6,15901
AT-92001-13751,2017-01-01,230.7,15692
AT-92001-18620,2017-01-01,699.2,15690
AT-92001-18623,2017-01-01,712.6,15664
AT-92001-1172/1,2017-01-01,458.0,15657
AT-92001-18828/6,2017-01-01,422.9,15608
AT-92001-17553,2017-01-01,465.5,15605
AT-92001-20013/7,2017-01-01,317.8,15596
AT-92001-1048/5,2017-01-01,148.8,15585
AT-92001-19033,2017-01-01,149.5,15563
AT-92001-13779,2017-01-01,519.5,15555
AT-92001-15336,2017-01-01,988.1,15514
AT-92001-15498,2017-01-01,697.9,15483
AT-92001-13795/1,2017-01-01,708.7,15478
AT-92001-18555/3,2017-01-01,343.9,15467
AT-92001-18555/2,2017-01-01,319.8,15394
AT-92001-18619,2017-01-01,537.6,15390
AT-92001-18669/1,2017-01-01,658.2,15381
AT-92001-18724,2017-01-01,627.4,15332
AT-92001-12433/1,2017-01-01,367.6,15322
AT-92001-11670/1,2017-01-01,574.3,15321
AT-92001-15443/1,2017-01-01,175.8,15310
AT-92001-9174/2,2017-01-01,631.0,15288
AT-92001-12790,2017-01-01,439.6,15286
AT-92001-11682/2,2017-01-01,823.3,15258
AT-92001-13067,2017-01-01,382.6,15258
AT-92001-19219/3,2017-01-01,441.2,15240
AT-92001-14010/3,2017-01-01,636.5,15237
AT-92001-13658,2017-01-01,825.4,15234
AT-92001-18755,2017-01-01,481.9,15232
AT-92001-18735,2017-01-01,395.0,15207
AT-92001-13670,2017-01-01,551.2,15203
AT-92001-18810,2017-01-01,819.6,15197
AT-92001-17929,2017-01-01,818.8,15165
AT-92001-17181,2017-01-01,679.3,15134
AT-92001-13654,2017-01-01,167.6,15071
AT-92001-18751,2017-01-01,534.5,15001
AT-92001-10728,2017-01-01,0.0,15000
AT-92001-19948,2017-01-01,720.7,14972
AT-92001-15457/1,2017-01-01,422.6,14860
AT-92001-13809/1,2017-01-01,287.4,14816
AT-92001-15361,2017-01-01,562.3,14794
AT-92001-17091/1,2017-01-01,682.2,14777
AT-92001-19016/9,2017-01-01,305.5,14743
AT-92001-12914/1,2017-01-01,486.2,14728
AT-92001-17295,2017-01-01,690.6,14712
AT-92001-18868,2017-01-01,258.7,14677
AT-92001-19068/1,2017-01-01,333.5,14671
AT-92001-13211,2017-01-01,685.7,14663
AT-92001-13223,2017-01-01,813.9,14653
AT-92001-17749/2,2017-01-01,666.4,14628
AT-92001-17309,2017-01-01,970.2,14594
AT-92001-9048,2017-01-01,500.4,14565
AT-92001-17280,2017-01-01,723.1,14555
AT-92001-12801/1,2017-01-01,775.3,14420
AT-92001-19073/2,2017-01-01,523.1,14410
AT-92001-18276,2017-01-01,534.9,14409
AT-92001-18387,2017-01-01,217.2,14400
AT-92001-20387/1,2017-01-01,475.1,14400
AT-92001-12980,2017-01-01,627.1,14372
AT-92001-13599,2017-01-01,695.6,14341
AT-92001-18921,2017-01-01,459.8,14320
AT-92001-18483,2017-01-01,761.6,14320
AT-92001-18615,2017-01-01,334.2,14317
AT-92001-15453,2017-01-01,901.4,14305
AT-92001-17462,2017-01-01,652.5,14294
AT-92001-18338,2017-01-01,716.4,14271
AT-92001-13810,2017-01-01,655.5,14248
AT-92001-13521/2,2017-01-01,754.8,14243
AT-92001-17535,2017-01-01,486.9,14228
AT-92001-18874/2,2017-01-01,514.5,14219
AT-92001-13468,2017-01-01,905.1,14214
AT-92001-19083,2017-01-01,414.8,14207
AT-92001-13389,2017-01-01,772.2,14184
AT-92001-12005,2017-01-01,395.7,14181
AT-92001-18950,2017-01-01,727.5,14169
AT-92001-13849,2017-01-01,190.8,14165
AT-92001-19032,2017-01-01,307.4,14132
AT-92001-12825,2017-01-01,775.0,14096
AT-92001-19034,2017-01-01,342.3,14086
AT-92001-18386,2017-01-01,440.5,14083
AT-92001-18402/1,2017-01-01,763.6,14057
AT-92001-18798,2017-01-01,560.6,14046
AT-92001-18616/2,2017-01-01,341.3,14040
AT-92001-18295,2017-01-01,1033.9,14028
AT-92001-16691,2017-01-01,308.3,14009
AT-92001-11876,2017-01-01,772.0,13971
AT-92001-17362,2017-01-01,558.0,13967
AT-92001-18518,2017-01-01,754.6,13962
AT-92001-19074,2017-01-01,273.8,13954
AT-92001-14008/2,2017-01-01,167.2,13943
AT-92001-18646,2017-01-01,549.0,13933
AT-92001-13675,2017-01-01,301.7,13927
AT-92001-18890,2017-01-01,298.8,13860
