id,timestamp,stock,area
AT-92001-17669,2017-01-01,436.4,13817
AT-92001-20051/2,2017-01-01,442.6,13797
AT-92001-20192,2017-01-01,282.0,13796
AT-92001-15328,2017-01-01,680.1,13788
AT-92001-19235,2017-01-01,518.0,13772
AT-92001-14778/5,2017-01-01,549.0,13748
AT-92001-14031/1,2017-01-01,1102.1,13732
AT-92001-17092/1,2017-01-01,535.3,13723
AT-92001-18198,2017-01-01,299.9,13716
AT-92001-11921,2017-01-01,868.6,13708
AT-92001-15500,2017-01-01,557.4,13690
AT-92001-19194/2,2017-01-01,209.1,13689
AT-92001-17078/1,2017-01-01,428.1,13671
AT-92001-13037,2017-01-01,684.6,13668
AT-92001-17585,2017-01-01,733.8,13665
AT-92001-1166,2017-01-01,358.6,13643
AT-92001-11756/2,2017-01-01,720.7,13633
AT-92001-19164/2,2017-01-01,468.6,13612
AT-92001-19073/1,2017-01-01,459.1,13608
AT-92001-17720,2017-01-01,313.1,13608
AT-92001-14190/1,2017-01-01,881.7,13607
AT-92001-19049/1,2017-01-01,372.9,13604
AT-92001-17534,2017-01-01,527.2,13570
AT-92001-18444,2017-01-01,700.6,13564
AT-92001-17403,2017-01-01,889.1,13544
AT-92001-13736/3,2017-01-01,177.7,13508
AT-92001-1174/1,2017-01-01,621.3,13498
AT-92001-18920,2017-01-01,284.7,13487
AT-92001-18304,2017-01-01,836.6,13447
AT-92001-18816,2017-01-01,402.4,13412
AT-92001-17119,2017-01-01,589.0,13390
AT-92001-4874,2017-01-01,285.2,13374
AT-92001-13803/2,2017-01-01,315.3,13345
AT-92001-363,2017-01-01,771.2,13333
AT-92001-14116,2017-01-01,674.3,13329
AT-92001-18828/8,2017-01-01,368.8,13294
AT-92001-18508,2017-01-01,656.5,13264
AT-92001-7975/1,2017-01-01,382.5,13257
AT-92001-13566/1,2017-01-01,605.8,13243
AT-92001-18490,2017-01-01,536.4,13240
AT-92001-18795,2017-01-01,412.3,13210
AT-92001-12437/1,2017-01-01,545.9,13209
AT-92001-17571,2017-01-01,1011.5,13200
AT-92001-15402,2017-01-01,768.8,13183
AT-92001-18631/6,2017-01-01,599.8,13150
AT-92001-15405,2017-01-01,617.8,13149
AT-92001-18555/5,2017-01-01,320.3,13142
AT-92001-13998/1,2017-01-01,189.5,13130
AT-92001-3492,2017-01-01,0.0,13118
AT-92001-18744/1,2017-01-01,593.5,13031
AT-92001-15340,2017-01-01,991.7,13031
AT-92001-18437,2017-01-01,561.3,13021
AT-92001-17568,2017-01-01,561.7,13003
AT-92001-13651,2017-01-01,594.9,13000
AT-92001-13513,2017-01-01,475.2,12994
AT-92001-17677,2017-01-01,464.1,12993
AT-92001-11839/1,2017-01-01,333.9,12990
AT-92001-3493,2017-01-01,0.0,12971
AT-92001-13303/1,2017-01-01,716.2,12970
AT-92001-18203,2017-01-01,748.0,12966
AT-92001-3490,2017-01-01,0.0,12958
AT-92001-12886/2,2017-01-01,1044.9,12953
AT-92001-18452,2017-01-01,750.8,12947
AT-92001-14011/2,2017-01-01,368.5,12875
AT-92001-15471,2017-01-01,740.0,12867
AT-92001-12555,2017-01-01,819.4,12864
AT-92001-18828/4,2017-01-01,239.3,12864
AT-92001-17467,2017-01-01,489.7,12863
AT-92001-13643,2017-01-01,329.7,12847
AT-92001-12570,2017-01-01,799.8,12834
AT-92001-13567/2,2017-01-01,564.1,12772
AT-92001-18388,2017-01-01,259.5,12760
AT-92001-11776,2017-01-01,408.2,12750
AT-92001-18330,2017-01-01,577.5,12749
AT-92001-17538,2017-01-01,333.4,12732
AT-92001-13781,2017-01-01,561.3,12729
AT-92001-19009,2017-01-01,371.1,12705
AT-92001-13736/1,2017-01-01,523.8,12674
AT-92001-13681,2017-01-01,470.0,12661
AT-92001-19008,2017-01-01,489.5,12653
AT-92001-13736/2,2017-01-01,455.3,12649
AT-92001-19036/6,2017-01-01,280.7,12633
AT-92001-13653,2017-01-01,388.8,12622
AT-92001-16933,2017-01-01,691.6,12572
AT-92001-15608/4,2017-01-01,506.3,12568
AT-92001-18343/1,2017-01-01,474.9,12563
AT-92001-10247/2,2017-01-01,190.3,12527
AT-92001-16718,2017-01-01,531.2,12522
AT-92001-18616/1,2017-01-01,479.9,12509
AT-92001-12933/1,2017-01-01,493.7,12494
AT-92001-13317/1,2017-01-01,468.7,12487
AT-92001-17353/6,2017-01-01,424.7,12485
AT-92001-18401,2017-01-01,385.4,12467
AT-92001-11855,2017-01-01,507.1,12440
AT-92001-18400/1,2017-01-01,468.8,12439
AT-92001-13717,2017-01-01,785.1,12428
AT-92001-18761,2017-01-01,965.1,12417
AT-92001-15454/1,2017-01-01,819.5,12401
AT-92001-19067/1,2017-01-01,302.2,12374
AT-92001-11470/1,2017-01-01,907.5,12361
AT-92001-18693,2017-01-01,509.3,12356
AT-92001-19247/6,2017-01-01,365.6,12348
AT-92001-13753,2017-01-01,216.1,12299
AT-92001-18493,2017-01-01,490.5,12278
AT-92001-19066,2017-01-01,436.7,12266
AT-92001-16711,2017-01-01,273.1,12264
AT-92001-16801,2017-01-01,671.5,12261
AT-92001-17600,2017-01-01,549.9,12250
AT-92001-12882/2,2017-01-01,377.0,12230
AT-92001-18633/3,2017-01-01,529.6,12217
AT-92001-18531,2017-01-01,378.5,12182
AT-92001-17689,2017-01-01,757.8,12164
AT-92001-16682,2017-01-01,184.2,12136
AT-92001-13636/1,2017-01-01,238.0,12133
AT-92001-12575/1,2017-01-01,493.6,12131
AT-92001-13750,2017-01-01,133.5,12107
AT-92001-17272/1,2017-01-01,470.1,12102
AT-92001-15444,2017-01-01,459.6,12094
AT-92001-19065/1,2017-01-01,325.2,12091
AT-92001-13589,2017-01-01,230.6,12074
AT-92001-13644,2017-01-01,437.5,12065
AT-92001-19126,2017-01-01,597.3,12064
AT-92001-13521/4,2017-01-01,577.8,12061
AT-92001-12455/1,2017-01-01,662.1,12057
AT-92001-13536/1,2017-01-01,712.4,12055
AT-92001-15256,2017-01-01,897.0,12052
AT-92001-18146,2017-01-01,343.2,12040
AT-92001-13847,2017-01-01,83.4,12029
AT-92001-18323,2017-01-01,485.9,12009
AT-92001-12931/1,2017-01-01,562.1,12001
AT-92001-13645,2017-01-01,498.2,11999
AT-92001-5054,2017-01-01,462.5,11986
AT-92001-13024/1,2017-01-01,526.2,11972
AT-92001-19005,2017-01-01,267.3,11956
AT-92001-18346,2017-01-01,685.5,11940
AT-92001-17540,2017-01-01,598.0,11895
AT-92001-17539,2017-01-01,689.3,11887
AT-92001-18783/2,2017-01-01,682.4,11883
AT-92001-8030,2017-01-01,798.3,11881
AT-92001-18316,2017-01-01,802.0,11866
AT-92001-18614/4,2017-01-01,389.8,11863
AT-92001-17480,2017-01-01,604.1,11848
AT-92001-5676/1,2017-01-01,386.6,11829
AT-92001-18631/7,2017-01-01,530.2,11828
AT-92001-18704,2017-01-01,653.0,11810
AT-92001-13706,2017-01-01,739.3,11799
AT-92001-14922/4,2017-01-01,379.7,11799
AT-92001-13806,2017-01-01,157.4,11798
AT-92001-14922/5,2017-01-01,220.7,11788
AT-92001-14922/3,2017-01-01,425.8,11785
AT-92001-14922/2,2017-01-01,744.1,11779
AT-92001-8005,2017-01-01,345.1,11771
AT-92001-19043,2017-01-01,319.6,11768
AT-92001-11625,2017-01-01,310.4,11751
AT-92001-18817,2017-01-01,349.4,11725
AT-92001-17558,2017-01-01,616.1,11711
AT-92001-12876,2017-01-01,811.8,11684
AT-92001-18287/2,2017-01-01,546.1,11676
AT-92001-19022,2017-01-01,277.9,11674
AT-92001-18542,2017-01-01,488.3,11673
AT-92001-15254/1,2017-01-01,390.3,11668
AT-92001-18335,2017-01-01,750.7,11661
AT-92001-18800,2017-01-01,946.5,11660
AT-92001-7210,2017-01-01,736.5,11657
AT-92001-20536,2017-01-01,0.0,11649
AT-92001-12194,2017-01-01,394.4,11622
AT-92001-15261/1,2017-01-01,600.7,11620
AT-92001-12439/1,2017-01-01,524.1,11613
AT-92001-14778/2,2017-01-01,483.7,11576
AT-92001-18466,2017-01-01,765.4,11520
AT-92001-18385,2017-01-01,379.4,11516
AT-92001-17930,2017-01-01,870.1,11501
AT-92001-18828/7,2017-01-01,528.8,11500
AT-92001-19019,2017-01-01,394.4,11499
AT-92001-17314,2017-01-01,1049.6,11488
AT-92001-18555/6,2017-01-01,845.4,11484
AT-92001-13699,2017-01-01,315.1,11467
AT-92001-18728/1,2017-01-01,567.0,11445
AT-92001-16846/1,2017-01-01,933.0,11428
AT-92001-13727/2,2017-01-01,339.0,11404
AT-92001-13908,2017-01-01,568.2,11387
AT-92001-19125,2017-01-01,484.1,11381
AT-92001-13684,2017-01-01,912.7,11381
AT-92001-18300,2017-01-01,839.1,11369
AT-92001-16902/1,2017-01-01,589.1,11353
AT-92001-12420,2017-01-01,420.4,11339
AT-92001-13533,2017-01-01,650.4,11331
AT-92001-12871/1,2017-01-01,495.3,11325
AT-92001-19003/1,2017-01-01,198.6,11298
AT-92001-13569,2017-01-01,721.1,11295
AT-92001-17170/1,2017-01-01,443.6,11287
AT-92001-15475,2017-01-01,779.9,11281
AT-92001-15514,2017-01-01,462.1,11257
AT-92001-18881,2017-01-01,654.9,11255
AT-92001-3489,2017-01-01,0.0,11253
AT-92001-17878/1,2017-01-01,710.6,11247
AT-92001-13844,2017-01-01,82.6,11247
AT-92001-13567/3,2017-01-01,792.9,11238
AT-92001-19353/2,2017-01-01,789.7,11167
AT-92001-12585,2017-01-01,534.8,11161
AT-92001-13028/4,2017-01-01,666.2,11159
AT-92001-17405,2017-01-01,809.2,11147
AT-92001-16897,2017-01-01,918.3,11144
AT-92001-12060,2017-01-01,971.9,11132
AT-92001-18705,2017-01-01,800.2,11129
AT-92001-3256,2017-01-01,0.0,11110
AT-92001-11927,2017-01-01,539.6,11107
AT-92001-12173,2017-01-01,1140.2,11097
AT-92001-18353,2017-01-01,566.2,11082
AT-92001-16846/2,2017-01-01,936.6,11078
AT-92001-15588,2017-01-01,524.0,11025
AT-92001-17230,2017-01-01,336.9,11016
AT-92001-18535,2017-01-01,637.5,11014
AT-92001-18321,2017-01-01,791.4,11007
AT-92001-14817,2017-01-01,1002.6,10983
AT-92001-16847,2017-01-01,456.4,10965
AT-92001-16723,2017-01-01,728.1,10936
AT-92001-2802/5,2017-01-01,354.9,10935
AT-92001-16729/1,2017-01-01,411.0,10912
AT-92001-17273,2017-01-01,511.4,10900
AT-92001-9051/1,2017-01-01,629.9,10853
AT-92001-17213/1,2017-01-01,226.3,10838
AT-92001-13424,2017-01-01,331.7,10835
AT-92001-12913,2017-01-01,795.7,10823
AT-92001-17749/1,2017-01-01,827.5,10819
AT-92001-19165/2,2017-01-01,366.8,10802
AT-92001-17759,2017-01-01,796.6,10792
AT-92001-18459,2017-01-01,634.6,10781
AT-92001-13657,2017-01-01,688.5,10774
AT-92001-8027,2017-01-01,901.7,10767
AT-92001-16861/1,2017-01-01,658.3,10750
AT-92001-18796/3,2017-01-01,516.3,10738
AT-92001-17880,2017-01-01,707.4,10709
AT-92001-13668/2,2017-01-01,644.0,10686
AT-92001-12640,2017-01-01,681.2,10683
AT-92001-7309,2017-01-01,606.5,10642
AT-92001-18901/2,2017-01-01,641.5,10622
AT-92001-13911,2017-01-01,371.7,10615
AT-92001-13065/2,2017-01-01,437.9,10615
AT-92001-18765/3,2017-01-01,600.5,10614
AT-92001-15511,2017-01-01,513.0,10601
AT-92001-18205,2017-01-01,674.7,10599
AT-92001-16724,2017-01-01,811.9,10587
AT-92001-18838,2017-01-01,720.9,10583
AT-92001-17200/1,2017-01-01,661.9,10570
AT-92001-11794,2017-01-01,520.3,10553
AT-92001-13777,2017-01-01,917.6,10539
AT-92001-12823,2017-01-01,604.3,10532
AT-92001-11845,2017-01-01,890.2,10518
AT-92001-15346,2017-01-01,433.5,10509
AT-92001-9288,2017-01-01,374.7,10502
AT-92001-18717,2017-01-01,941.8,10494
AT-92001-13610,2017-01-01,391.5,10472
AT-92001-16675/1,2017-01-01,503.7,10451
AT-92001-13924,2017-01-01,670.9,10411
AT-92001-17574,2017-01-01,1107.3,10406
AT-92001-18622,2017-01-01,941.1,10402
AT-92001-18839,2017-01-01,871.7,10395
AT-92001-17551,2017-01-01,309.2,10370
AT-92001-18121,2017-01-01,1160.2,10368
AT-92001-18757,2017-01-01,1016.3,10359
AT-92001-18792,2017-01-01,452.2,10341
AT-92001-15491,2017-01-01,679.3,10341
AT-92001-18408/2,2017-01-01,247.1,10338
AT-92001-18614/5,2017-01-01,512.3,10334
AT-92001-15310/1,2017-01-01,650.0,10311
AT-92001-18835/2,2017-01-01,649.6,10306
AT-92001-17353/5,2017-01-01,741.3,10303
AT-92001-15625,2017-01-01,936.0,10296
AT-92001-18214/1,2017-01-01,650.4,10285
AT-92001-13987,2017-01-01,442.3,10274
AT-92001-18227,2017-01-01,779.9,10260
AT-92001-96,2017-01-01,359.5,10259
AT-92001-17748/1,2017-01-01,678.6,10254
AT-92001-3503,2017-01-01,564.2,10238
AT-92001-15292,2017-01-01,348.7,10231
AT-92001-18995,2017-01-01,537.7,10207
AT-92001-13471,2017-01-01,939.2,10203
AT-92001-18442,2017-01-01,825.2,10191
AT-92001-13566/3,2017-01-01,428.3,10189
AT-92001-18259,2017-01-01,1025.8,10188
AT-92001-19243,2017-01-01,406.7,10185
AT-92001-17711/1,2017-01-01,331.2,10179
AT-92001-18470,2017-01-01,840.7,10176
AT-92001-18234/2,2017-01-01,771.2,10169
AT-92001-15479,2017-01-01,554.4,10167
AT-92001-17191,2017-01-01,619.1,10164
AT-92001-19247/4,2017-01-01,508.3,10156
AT-92001-15464,2017-01-01,610.3,10155
AT-92001-18616/3,2017-01-01,465.2,10152
AT-92001-18242,2017-01-01,897.6,10114
AT-92001-17616,2017-01-01,780.7,10112
AT-92001-13510/1,2017-01-01,401.5,10102
AT-92001-18923,2017-01-01,535.2,10092
AT-92001-15325,2017-01-01,718.8,10088
AT-92001-18342,2017-01-01,628.2,10086
AT-92001-12447,2017-01-01,442.0,10078
AT-92001-17937,2017-01-01,780.1,10064
AT-92001-17059,2017-01-01,510.3,10059
AT-92001-13191,2017-01-01,673.1,10056
AT-92001-13875,2017-01-01,630.8,10031
AT-92001-12870,2017-01-01,887.4,10018
AT-92001-13766/2,2017-01-01,567.7,10018
AT-92001-17339,2017-01-01,779.7,10007
AT-92001-17821,2017-01-01,823.2,9995
AT-92001-18284,2017-01-01,528.1,9988
AT-92001-17680/2,2017-01-01,956.5,9977
AT-92001-15506,2017-01-01,473.9,9975
AT-92001-12862/1,2017-01-01,330.5,9967
AT-92001-17107/1,2017-01-01,213.7,9956
AT-92001-13845,2017-01-01,71.7,9955
AT-92001-14103/10,2017-01-01,603.8,9950
AT-92001-17570,2017-01-01,894.1,9938
AT-92001-12104,2017-01-01,1089.0,9926
AT-92001-18345,2017-01-01,664.7,9924
AT-92001-11799/1,2017-01-01,643.1,9903
AT-92001-18899,2017-01-01,317.1,9884
AT-92001-13676,2017-01-01,636.0,9873
AT-92001-17730,2017-01-01,170.1,9855
AT-92001-14948/1,2017-01-01,509.2,9833
AT-92001-13085/1,2017-01-01,905.4,9832
AT-92001-13226/1,2017-01-01,289.0,9829
AT-92001-11906/1,2017-01-01,485.8,9827
AT-92001-13522,2017-01-01,689.9,9825
AT-92001-12800,2017-01-01,532.7,9819
AT-92001-12933/2,2017-01-01,590.5,9819
AT-92001-13469/1,2017-01-01,703.1,9796
AT-92001-12186/2,2017-01-01,344.8,9783
AT-92001-17290,2017-01-01,314.5,9782
AT-92001-17928,2017-01-01,930.8,9778
AT-92001-16210/1,2017-01-01,361.7,9778
AT-92001-17686,2017-01-01,912.8,9774
AT-92001-3487,2017-01-01,0.0,9768
AT-92001-14828,2017-01-01,1046.2,9767
AT-92001-15403,2017-01-01,558.4,9764
AT-92001-17132/2,2017-01-01,539.6,9762
AT-92001-13655/1,2017-01-01,89.2,9753
AT-92001-18781,2017-01-01,746.2,9728
AT-92001-13108,2017-01-01,562.0,9723
AT-92001-12799/2,2017-01-01,821.9,9723
AT-92001-17256/2,2017-01-01,573.9,9723
AT-92001-17460,2017-01-01,643.2,9719
AT-92001-17353/3,2017-01-01,686.4,9715
AT-92001-14357/2,2017-01-01,675.5,9712
AT-92001-13729,2017-01-01,648.0,9704
AT-92001-12368,2017-01-01,560.5,9689
AT-92001-15381,2017-01-01,197.3,9670
AT-92001-17542,2017-01-01,472.1,9669
AT-92001-13066/1,2017-01-01,735.0,9667
AT-92001-18252/1,2017-01-01,684.3,9665
AT-92001-18723,2017-01-01,822.5,9654
AT-92001-18234/1,2017-01-01,607.7,9653
AT-92001-18837,2017-01-01,413.6,9642
AT-92001-7224,2017-01-01,717.7,9642
AT-92001-17575,2017-01-01,855.9,9641
AT-92001-18821,2017-01-01,264.2,9635
AT-92001-17588,2017-01-01,466.7,9631
AT-92001-13397,2017-01-01,879.8,9629
AT-92001-17481,2017-01-01,487.8,9628
AT-92001-18365,2017-01-01,902.3,9620
AT-92001-18777/2,2017-01-01,912.2,9613
AT-92001-15423,2017-01-01,1104.7,9609
AT-92001-18289/2,2017-01-01,827.1,9604
AT-92001-14031/2,2017-01-01,1273.5,9603
AT-92001-12178,2017-01-01,694.0,9598
AT-92001-12386,2017-01-01,746.8,9593
AT-92001-13521/3,2017-01-01,754.8,9593
AT-92001-19196/3,2017-01-01,188.3,9579
AT-92001-18870,2017-01-01,730.7,9569
AT-92001-7497/3,2017-01-01,642.8,9556
AT-92001-12000,2017-01-01,593.5,9546
AT-92001-422/2,2017-01-01,306.9,9545
AT-92001-13429,2017-01-01,243.6,9539
AT-92001-13300,2017-01-01,810.4,9530
AT-92001-13943,2017-01-01,753.4,9516
AT-92001-3488,2017-01-01,0.0,9498
AT-92001-18668/1,2017-01-01,502.8,9489
AT-92001-18801,2017-01-01,626.7,9487
AT-92001-18785,2017-01-01,1013.0,9486
AT-92001-13841,2017-01-01,78.6,9465
AT-92001-17734,2017-01-01,503.3,9462
AT-92001-12234,2017-01-01,822.3,9453
AT-92001-17714,2017-01-01,414.3,9437
AT-92001-18944,2017-01-01,587.5,9416
AT-92001-18788/1,2017-01-01,1030.4,9398
AT-92001-18248,2017-01-01,604.2,9378
AT-92001-15510,2017-01-01,350.2,9349
AT-92001-11693/2,2017-01-01,867.6,9341
AT-92001-18384,2017-01-01,854.7,9336
AT-92001-17343/1,2017-01-01,925.9,9332
AT-92001-13797/4,2017-01-01,460.3,9307
AT-92001-19050/1,2017-01-01,275.6,9287
AT-92001-17581,2017-01-01,1019.3,9277
AT-92001-12674/1,2017-01-01,392.8,9268
AT-92001-13225,2017-01-01,637.5,9258
AT-92001-19087,2017-01-01,588.9,9252
AT-92001-13705,2017-01-01,178.8,9252
AT-92001-12807,2017-01-01,401.9,9239
AT-92001-17912,2017-01-01,275.1,9238
AT-92001-18932,2017-01-01,484.3,9203
AT-92001-17417,2017-01-01,433.6,9202
AT-92001-12830/1,2017-01-01,469.4,9194
AT-92001-18828/3,2017-01-01,300.4,9192
AT-92001-13185,2017-01-01,0.0,9191
AT-92001-17311,2017-01-01,816.4,9190
AT-92001-8023/2,2017-01-01,708.3,9188
AT-92001-15305,2017-01-01,739.4,9162
AT-92001-12768,2017-01-01,425.3,9153
AT-92001-15075,2017-01-01,469.4,9145
AT-92001-18797,2017-01-01,268.4,9137
AT-92001-17149,2017-01-01,494.4,9137
AT-92001-17337,2017-01-01,642.5,9132
AT-92001-12251,2017-01-01,862.6,9119
AT-92001-13517,2017-01-01,810.4,9117
